FID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
2426_169_3_218,-2.982360747082713,195850222926.6755,2000.0,8.23,246372604572.50616,10.0,3068111038286.2812,7.145228291016861
2426_169_3_219,-3.09037712779214,193332040909.62634,2000.0,8.23,273173259967.94183,10.0,3401863188996.0566,7.605634979086569
2426_169_3_220,-3.1058102583676335,190805947301.8132,2000.0,8.23,181743061426.0981,10.0,2263270682472.5396,5.087815747393651
2426_169_3_221,-3.067232752033964,189044944892.91226,2000.0,8.23,618331818012.2485,10.0,7700168935011.173,17.809841151552895
2426_169_3_222,-3.0393368172962942,197741232176.26813,2000.0,8.23,373459604259.4734,10.0,4650742464531.234,10.42747899196357
2426_169_3_223,-2.990333861359437,195760613276.04355,2000.0,8.23,134100830296.19843,10.0,1669975598094.7068,3.8755254722672254
2426_169_3_224,-3.0291583436699403,194344891895.26837,2000.0,8.23,400404469265.7032,10.0,4986290476836.385,11.432960069043872
2426_169_3_225,-3.1096987184171274,196090536986.16946,2000.0,8.23,136143811422.07324,10.0,1695417115645.6665,3.7014021191247473
2426_169_3_226,-3.0262131074555496,193290543724.09836,2000.0,8.23,411500362572.23834,10.0,5124469122114.328,11.831208241366067
2426_169_3_227,-3.106531152707866,192334428512.7971,2000.0,8.23,139885339214.94775,10.0,1742010862305.4944,3.883513324232742
2426_169_3_228,-3.0318885940214635,193920469780.58548,2000.0,8.23,235781181750.468,10.0,2936214631509.085,6.737957539618552
2426_169_3_229,-3.079482751661056,193678673493.30533,2000.0,8.23,274131353082.86124,10.0,3413794450861.356,7.660069828747516
2426_169_3_230,-3.0707734056292613,196153789974.67007,2000.0,8.23,190003827188.56598,10.0,2366143104771.693,5.265066879982823
2426_169_3_231,-3.075579963054972,194186660643.186,2000.0,8.23,382130299094.7319,10.0,4758719788470.429,10.670663997530188
2426_169_3_232,-2.972502235570927,195224495280.60672,2000.0,8.23,408086336761.6396,10.0,5081953801497.95,11.931535663387846
2426_169_3_233,-3.043020683458021,192817840618.87164,2000.0,8.23,374113376821.67487,10.0,4658883981799.762,10.69283141495348
2426_169_3_234,-3.04517645363957,193404027717.00198,2000.0,8.23,161727402527.0193,10.0,2014013001760.056,4.6035074203993585
2426_169_3_235,-3.017206094232941,198603610884.0727,2000.0,8.23,44724095300.811806,10.0,556955148109.4385,1.2571024870348653
2426_169_3_236,-3.0561296293486904,191880788678.90793,2000.0,8.23,133196788747.27051,10.0,1658717447619.1377,3.8007175616260835
2426_169_3_237,-3.0292636454976583,194406303652.61853,2000.0,8.23,166787564422.25168,10.0,2077027875484.4163,4.760619426706832
2426_169_3_238,-3.0565414379337486,191951057379.5786,2000.0,8.23,222243393219.77237,10.0,2767626737992.7466,6.338006502174963
2426_169_3_239,-2.94757667991289,195378563473.2796,2000.0,8.23,471970621626.284,10.0,5877513356125.939,13.960600909813198
2426_169_3_240,-3.1144393724690773,194714387094.0824,2000.0,8.23,-37868587430.680046,10.0,-471582590531.8379,-1.0343831336813398
2426_169_3_241,-3.0398981764228017,193680131832.11838,2000.0,8.23,175164857366.27457,10.0,2181351426380.4749,4.991987654899117
2426_169_3_242,-3.0411951041393177,197848094379.60562,2000.0,8.23,58129941487.90491,10.0,723899945951.5372,1.6206875339804125
2426_169_3_243,-3.0873789751080394,191241223449.68604,2000.0,8.23,30563204130.33214,10.0,380607673975.66925,0.8615222784743568
2426_169_3_244,-2.9553057505553406,194695189416.60715,2000.0,8.23,710986253994.9037,10.0,8854007034331.643,21.023327820758453
2426_169_3_245,-3.007007667584702,195340722750.42108,2000.0,8.23,532296884700.0392,10.0,6628764388911.445,15.289091816471592
2426_169_3_246,-3.0732135617920675,194739292206.57376,2000.0,8.23,-3435436793.7104144,10.0,-42781954456.36813,-0.0957721440938233
2426_169_3_247,-3.0173673247494426,193202226404.2618,2000.0,8.23,343566475562.9245,10.0,4278479329667.136,9.92613245641338
2426_169_3_248,-3.0583717680221514,193455621591.38254,2000.0,8.23,290183229870.5031,10.0,3613690622121.264,8.203698291942482
2426_169_3_249,-3.02745800154103,196373314793.51978,2000.0,8.23,96041183521.83452,10.0,1196013719969.8298,2.7162856836588647
2426_169_3_250,-3.074342168123724,196129207727.0027,2000.0,8.23,246306142769.83237,10.0,3067283380557.201,6.81396452877432
2426_169_3_251,-3.0927170246002076,193999321331.51053,2000.0,8.23,430067822177.1736,10.0,5355692183077.957,11.918788864468674
2426_169_3_252,-3.0867887642724106,193458762889.11267,2000.0,8.23,373133091973.16626,10.0,4646676363304.219,10.400448591842423
2426_169_3_253,-3.0227936280690324,192076289773.77448,2000.0,8.23,236038172860.11432,10.0,2939414976213.0566,6.840960089339857
2426_169_3_254,-3.0186807161896048,196110471228.67422,2000.0,8.23,245766211931.76843,10.0,3060559549524.7314,6.990672050461259
2426_169_3_255,-3.065670352634469,190690335285.08755,2000.0,8.23,200139746507.9117,10.0,2492367065430.0776,5.719339513244976
2426_169_3_256,-3.0527505994920383,191499988956.6749,2000.0,8.23,358240367457.20917,10.0,4461215270514.101,10.259813049945919
2426_169_3_257,-3.0506764954442946,193266835447.60843,2000.0,8.23,200556966779.17123,10.0,2497562765341.069,5.6972121457791784
2426_169_3_258,-3.077351292932879,197539138209.09665,2000.0,8.23,86197101078.10881,10.0,1073424043005.5367,2.364046510651004
2426_169_3_259,-3.0771335345481687,195195311079.27878,2000.0,8.23,103905056520.9659,10.0,1293943583536.3608,2.8842365709247195
2426_169_3_260,-3.1121436852651247,189943464485.2164,2000.0,8.23,81153472197.39111,10.0,1010615057124.9844,2.2749890053384823
2426_169_3_261,-3.073594018616187,193367479070.7081,2000.0,8.23,-49722920717.71473,10.0,-619206190455.1483,-1.3957312396932098
2426_169_3_262,-3.0445556808422904,192487750096.78165,2000.0,8.23,239376312531.59515,10.0,2980985276576.5356,6.848303518461046
2426_169_3_263,-3.0046688430122606,196506982446.94205,2000.0,8.23,381006054534.8735,10.0,4744719420410.758,10.89130599970121
2426_169_3_264,-3.057749511041596,198372938318.7341,2000.0,8.23,209057960403.86948,10.0,2603426777379.2344,5.765506961972339
2426_169_3_265,-3.0707716786022297,193671121730.89935,2000.0,8.23,365173694899.7548,10.0,4547556925648.357,10.248805191681726
2426_169_3_266,-3.055555231605121,194778423695.34412,2000.0,8.23,254143248745.10492,10.0,3164879910791.0522,7.146036303660912
2426_169_3_267,-3.0937910800440585,193858874595.82352,2000.0,8.23,84172582263.42276,10.0,1048212439088.2328,2.3331797942027475
2426_169_3_268,-3.0226684502750003,195636007197.63568,2000.0,8.23,331848928911.60944,10.0,4132559152036.5337,9.4433754405479
2426_169_3_269,-3.0154288441752746,198508928873.13565,2000.0,8.23,201405045229.76965,10.0,2508123999858.716,5.668794278607609
2426_169_3_270,-3.0860225467651383,196656013339.21576,2000.0,8.23,-42301860055.534195,10.0,-526790728220.88226,-1.1603648199300094
2426_169_3_271,-3.0249936997682316,193656804806.70923,2000.0,8.23,397295856953.8973,10.0,4947578511420.614,11.408126310626947
2426_169_3_272,-3.032261821588297,196515893314.63196,2000.0,8.23,401374046568.8786,10.0,4998364752835.968,11.316541542873589
2426_169_3_273,-3.054927367876547,195396923713.37088,2000.0,8.23,74212424441.08899,10.0,924177259889.6366,2.0807604840015643
2426_169_3_274,-3.0884910248678694,192973055437.81223,2000.0,8.23,405592805627.4194,10.0,5050901524356.642,11.32406508927864
2426_169_3_275,-3.020568795271159,191581952883.0486,2000.0,8.23,318452766477.61584,10.0,3965734947268.605,9.263601761660688
2426_169_3_276,-3.0215943790473436,194208243534.9881,2000.0,8.23,210393483186.52866,10.0,2620058221441.245,6.034376450526569
2426_169_3_277,-3.0353715893310196,197236522060.6376,2000.0,8.23,175493514524.8624,10.0,2185444237989.2363,4.922250433337778
2426_169_3_278,-3.0408921012267442,190744656501.22314,2000.0,8.23,320290131422.82245,10.0,3988615898986.1475,9.263773873938753
2426_169_3_279,-3.0341472322550227,188899545916.86218,2000.0,8.23,573590856325.7578,10.0,7143003747542.176,16.808381946219214
2426_169_3_280,-3.096685957532449,197993837237.0877,2000.0,8.23,262707220838.49588,10.0,3271528202133.752,7.119637591691841
2426_169_3_281,-3.064514921348562,195015840192.19177,2000.0,8.23,236767470762.09885,10.0,2948497020652.0483,6.619772968410072
2426_169_3_282,-3.0712857488988856,194313829146.8771,2000.0,8.23,390068269037.6006,10.0,4857572391200.18,10.908484600436797
2426_169_3_283,-3.071356419139256,192348578026.43262,2000.0,8.23,356544086878.6534,10.0,4440091261308.094,10.072481849490583
2426_169_3_284,-2.995283934370389,193787559735.99902,2000.0,8.23,515138984428.315,10.0,6415094759088.623,15.002134517697428
2426_169_3_285,-3.092644967222192,195449358530.41867,2000.0,8.23,504870226392.6562,10.0,6287216540106.595,13.888536109339931
2426_169_3_286,-3.116409660729953,188929923567.27747,2000.0,8.23,370260660365.6608,10.0,4610905587827.776,10.413131106042506
2426_169_3_287,-3.0184818686783026,195854190909.8079,2000.0,8.23,415479905312.03265,10.0,5174026900782.458,11.83471136030364
2426_169_3_288,-3.0825032606267526,194227884382.76486,2000.0,8.23,220429673566.3274,10.0,2745040244260.025,6.132837402632828
2426_169_3_289,-2.979791201114013,194522307614.0011,2000.0,8.23,561705480107.54,10.0,6994993565839.657,16.42261825694268
2426_169_3_290,-3.1349296997919303,196000624555.7689,2000.0,8.23,-182266647112.25638,10.0,-2269790965139.4307,-4.8957743739509585
2426_169_3_291,-3.10846689294933,193653861525.49527,2000.0,8.23,114519115397.88629,10.0,1426121880136.3635,3.1545910544756657
2426_169_3_292,-3.0519973363369246,195024307673.8262,2000.0,8.23,316749131573.2133,10.0,3944519353657.9565,8.910932966474062
2426_169_3_293,-3.084453839194147,191287205809.93857,2000.0,8.23,449686423376.62213,10.0,5600005251084.064,12.691274287924525
2426_169_3_294,-2.9970875589264816,195203196241.13013,2000.0,8.23,333368231809.2708,10.0,4151479234481.9966,9.629461068505634
2426_169_3_295,-3.0096880156917387,194782942203.3005,2000.0,8.23,375315132081.22955,10.0,4673849600982.7705,10.796584191923085
2426_169_3_296,-3.0761278833915484,191829039603.49283,2000.0,8.23,507701409313.2359,10.0,6322473640160.84,14.347457724060515
2426_169_3_297,-3.034553171635318,194846499829.59924,2000.0,8.23,427759188316.8466,10.0,5326942456449.377,12.149925117258448
2426_169_3_298,-3.0296111667563936,191450164234.5067,2000.0,8.23,167976034142.2832,10.0,2091828048064.5808,4.867731418487299
2426_169_3_299,-3.107981287160762,192186296326.35086,2000.0,8.23,199237562254.1929,10.0,2481132044100.4717,5.531526582174541
2426_169_3_300,-3.0207239938191037,194319774634.78192,2000.0,8.23,405386671860.17126,10.0,5048334512948.231,11.625412447042336
2426_169_3_301,-3.015593018071986,192978855546.65656,2000.0,8.23,464751968767.54083,10.0,5787618505373.778,13.454774523647478
2426_169_4_302,-2.9314678816956232,193750669748.39807,2000.0,8.23,895972894724.8263,10.0,11157670444245.973,26.94011931286962
2426_169_4_303,-3.044608796047168,192122377842.63074,2000.0,8.23,764462435481.7639,10.0,9519953083771.367,21.911476331930587
2426_169_4_304,-3.0435351735039444,190369182216.28207,2000.0,8.23,739984979141.5353,10.0,9215132042012.541,21.41666066767837
2426_169_4_305,-3.0003490509988664,188026599662.6468,2000.0,8.23,645720440364.6146,10.0,8041243116974.528,19.332365391594927
2426_169_4_306,-3.02779408116596,195087812348.35687,2000.0,8.23,601767923409.2228,10.0,7493896537328.265,17.128789330671196
2426_169_4_307,-3.0317799361261155,195428235880.7292,2000.0,8.23,642002453041.349,10.0,7994942522935.215,18.206046409595217
2426_169_4_308,-3.0032058667037074,190708984954.78403,2000.0,8.23,937091668881.4036,10.0,11669728045331.516,27.621877867001558
2426_169_4_309,-3.0198584741643777,191446397008.94083,2000.0,8.23,642582567638.195,10.0,8002166767697.1,18.712194268984096
2426_169_4_310,-3.0171106730939106,190907853402.5252,2000.0,8.23,789944000502.9707,10.0,9837278425401.9,23.09986259979922
2426_169_4_311,-2.999337569945343,195879684586.16013,2000.0,8.23,794099708357.4407,10.0,9889030011834.635,22.8330546281485
2426_169_4_312,-3.0673596806209495,192327891318.8715,2000.0,8.23,445423999973.06555,10.0,5546924721627.499,12.60977766377001
2426_169_4_313,-2.9351855255287647,190102346836.6489,2000.0,8.23,1067728372982.4176,10.0,13296564416011.293,32.66010818688138
2426_169_4_314,-2.9928044626769217,191057759354.73654,2000.0,8.23,659668872573.7852,10.0,8214944811211.193,19.50975244761399
2426_169_4_315,-3.0058816283808745,195248142542.86713,2000.0,8.23,535708883946.2356,10.0,6671254472449.931,15.403019846462511
2426_169_4_316,-2.994288950694586,196684196245.92798,2000.0,8.23,863412553468.8468,10.0,10752192154193.477,24.786686956097512
2426_169_4_317,-2.997007211294053,189709339001.91205,2000.0,8.23,933350308318.3022,10.0,11623136381206.451,27.742016484684566
2426_169_4_318,-3.0180937827022136,193779790905.6911,2000.0,8.23,750812353382.1454,10.0,9349966783403.184,21.619583500408464
2426_169_4_319,-2.993923715466878,194013022225.48013,2000.0,8.23,474782701867.65845,10.0,5912532567957.865,13.820143021857884
2426_169_4_320,-3.0061056019173917,192148592605.02927,2000.0,8.23,671073277750.82,10.0,8356965396127.533,19.604161215605053
2426_169_4_321,-2.9935561917647093,191394687313.06628,2000.0,8.23,769680611043.8954,10.0,9584935722850.379,22.714785269008548
2426_169_4_322,-2.9867759307589714,195793929638.8164,2000.0,8.23,568995350491.1968,10.0,7085775297966.824,16.470354839726852
2426_169_4_323,-2.990146427731157,195930877625.26312,2000.0,8.23,689647444333.2365,10.0,8588271979979.917,19.915407868825937
2426_169_4_324,-3.083123400765092,191658403157.52286,2000.0,8.23,771515909791.5502,10.0,9607790943933.111,21.74632916583109
2426_169_4_325,-2.9969629534126474,197380670311.0423,2000.0,8.23,551526606708.0549,10.0,6868234692269.003,15.756272236594286
2426_169_4_326,-2.984440687568071,196792002520.61646,2000.0,8.23,586523839333.7991,10.0,7304059916890.999,16.911277935279934
2426_169_4_327,-2.989644274412659,196918662320.57175,2000.0,8.23,639090107392.4999,10.0,7958674692556.738,18.367443474899353
2426_169_4_328,-3.0370223600505315,189911664150.15137,2000.0,8.23,490512015060.81445,10.0,6108411811578.807,14.276810120719816
2426_169_4_329,-2.9884141904986885,189712867710.5192,2000.0,8.23,668495504375.2571,10.0,8324864039073.294,19.954509996159096
2426_169_4_330,-3.0270461586121407,192324013664.24384,2000.0,8.23,840139987143.3684,10.0,10462375769143.912,24.266523938875125
2426_169_4_331,-2.9426780346836323,195221842840.82242,2000.0,8.23,848489643523.7106,10.0,10566355158211.441,25.179262232466925
2426_169_4_332,-3.0383254926505763,192356018460.05502,2000.0,8.23,556881748776.5493,10.0,6934922993593.934,15.992218680609625
2426_169_4_333,-2.9323659784434977,194651147825.51337,2000.0,8.23,730661356905.607,10.0,9099023725714.562,21.85812517188029
2426_169_4_334,-3.008886010587818,196295386885.77927,2000.0,8.23,747804994991.058,10.0,9312515746621.768,21.35466862954153
2426_169_4_335,-3.013194127208693,191883553212.7173,2000.0,8.23,712009420370.3108,10.0,8866748662224.227,20.755413859366655
2426_169_4_336,-3.023890067082237,191851060603.20517,2000.0,8.23,949753946557.9963,10.0,11827413084935.697,27.543459577930882
2426_169_4_337,-3.0001653970186206,192519612619.4389,2000.0,8.23,550086757410.2817,10.0,6850304056143.156,16.086281297952887
2426_169_4_338,-2.9831045784353876,190021915031.5754,2000.0,8.23,897624702435.2117,10.0,11178240626868.967,26.821193358250696
2426_169_4_339,-3.0344673151206334,193161173866.93024,2000.0,8.23,498003801597.0567,10.0,6201708032594.179,14.269154553929216
2426_169_4_340,-3.0138165999962836,189134089192.8821,2000.0,8.23,881455823895.209,10.0,10976887417118.354,26.06031179404753
2426_169_4_341,-3.054966151532852,193766753699.85983,2000.0,8.23,800850935105.7882,10.0,9973103942637.613,22.64264902597412
2426_169_4_342,-2.987444030661074,192787386234.3492,2000.0,8.23,959974709558.9858,10.0,11954693615323.625,28.21176343994039
2426_169_4_343,-2.947140651385787,192903380314.4337,2000.0,8.23,928827834660.823,10.0,11566817411112.568,27.832722260620983
2426_169_4_344,-3.0418966264518836,192391760281.90915,2000.0,8.23,680079015903.1294,10.0,8469115059362.047,19.491827405525683
2426_169_4_345,-3.0323664662265553,192002117314.6294,2000.0,8.23,919925638871.7255,10.0,11455957174793.242,26.54521225249056
2426_169_4_346,-3.00917206988231,195476975586.63135,2000.0,8.23,577128878712.6125,10.0,7187063214127.951,16.547406456022703
2426_169_4_347,-2.9225901590479553,195626516937.86526,2000.0,8.23,589390374995.074,10.0,7339757269359.464,17.629582603216335
2426_169_4_348,-3.029566877416403,190623779248.32288,2000.0,8.23,713277635067.6007,10.0,8882541909685.418,20.759941790384353
2426_169_4_349,-2.9985145335265404,195286617572.49545,2000.0,8.23,328699173281.30884,10.0,4093334823365.7476,9.483800190078327
2426_169_4_350,-2.9707251781782986,192854990733.33667,2000.0,8.23,844467983534.3839,10.0,10516272887794.656,25.01583483823226
2426_169_4_351,-2.9392539607057575,192741758524.3593,2000.0,8.23,774375820223.9053,10.0,9643405791538.605,23.3152951724753
2426_169_4_352,-2.9453090460762623,194003798287.46298,2000.0,8.23,860625144425.26,10.0,10717480176091.502,25.666106232311652
2426_169_4_353,-3.029540985253844,190665665591.52237,2000.0,8.23,739614067395.2913,10.0,9210513028365.082,21.522011809040816
2426_169_4_354,-3.0138456587934797,189474080478.29916,2000.0,8.23,850447705590.6119,10.0,10590739167348.877,25.09807386888378
2426_169_4_355,-2.9805680733199758,197400036678.04492,2000.0,8.23,668500371602.0026,10.0,8324924651299.761,19.25261204542227
2426_169_4_356,-3.0419293769555957,194032918901.69855,2000.0,8.23,905607073247.2965,10.0,11277646159569.111,25.73575781051668
2426_169_4_357,-3.0049462375257585,191122632010.13837,2000.0,8.23,899743466589.5933,10.0,11204625880622.576,26.440684716550642
2426_169_4_358,-2.984216115766013,192078544442.5681,2000.0,8.23,737410891806.7261,10.0,9183076587717.436,21.785996759702055
2426_169_4_359,-2.986034631956067,191915573510.2523,2000.0,8.23,606584653149.8134,10.0,7553879917831.103,17.919871306753194
2426_169_4_360,-2.966291022509277,195155284722.62375,2000.0,8.23,782202164278.5856,10.0,9740868302134.113,22.94879029924761
